nom_me,cartodb_id,data,id,d1_011,d1_010,d1_009,d1_008,d1_007,d1_006,d1_043,d1_035,d1_024,d1_023,d1_017,d1_016,d1_012,d1_005,d1_004,d1_003,ba_001,d1_002,d1_001,ba_002,ins020,ins015,p1_001,p3_006,p3_005,p3_004,p3_003,p3_002,p13_208,p13_207,p13_206,p13_205,p13_204,p13_203,p13_202,p13_201,p13_039,p13_038,p13_037,p13_036,p13_035,p13_022,p12_001,p11_001,p3_001,cod_mu,cod_rm,cod_mi,cod_me,cod_uf,cod_gr,nom_mu,nom_rm,nom_mi,codap,nom_uf,nom_gr,ba_003,mt008,mt007,mt006,ren105,ren104,ren103,ren102,ren101,ren016,ren004,ren003,ren002,ins037,ins032,ins002,ins001,re050,re047,re046,re104,re103,re102,re038,re101,re036,re032,re031,re030,re029,re028,re027,de024,de023,de020,p3_205,p3_204,p3_203,p3_202,p3_201,t_env,p13_222,p13_221,p13_220,p13_219,p13_218,p13_217,p13_216,p13_215,p13_214,p13_213,p13_212,p13_211,p13_210,p13_209,area
METROPOLITANA DE SAO PAULO,20,620,558993,493,2058,212,3091,2909,13951,22608,22552,22603,18,19449,22696,21776,1028,50,21577,22764,22764,22876,82684,1610,640,69733,65,38023,676,6830,36055,494,2630,9152,24292,18127,5078,6935,7836,1446,1457,1347,1305,1268,1264,42102,40709,82811,3552502,20,35062,3515,35,3,SUZANO,RM SAO PAULO,MOGI DAS CRUZES,3552502005000,SAO PAULO,REGIAO SUDESTE,3.63,86.54,56.66,13.46,-999.99,-999.99,1.66,26.14,33.85,37.9,3.07,0.85,1566.71,28.29,4.85,6.1,6.32,2.9,0.82,0.85,15.6,2.51,16.99,35.11,1.32,2.18,3.5,38.61,43.3,-999.99,-999.99,13.26,4.68,31.77,12.16,0.08,45.92,0.82,8.25,43.54,3.77,0.6,3.18,11.05,29.33,21.89,6.13,8.37,9.46,1.75,1.76,1.63,1.58,1.53,1.53,22.516783
METROPOLITANA DE SAO PAULO,33,191,340462,7,596,38,594,1002,1974,4209,4204,4188,0,3691,4211,4129,1063,1,3129,4214,4214,5580,13802,-999999,-999999,13712,8,4645,43,770,8440,87,479,1926,4303,3269,740,975,1020,210,210,199,155,164,169,7125,8056,15181,3529401,20,35061,3515,35,3,MAUA,RM SAO PAULO,SAO PAULO,3529401005020,SAO PAULO,REGIAO SUDESTE,3.28,88.53,55.01,11.47,-999.99,-999.99,4.58,40.72,26.27,18.7,3.1,1.25,1582.53,-999.99,-999.99,6.39,7.39,4.12,-999.99,-999.99,7.81,-999.99,11.01,21.33,-999.99,5.48,6.22,27.55,55.67,-999.99,-999.99,9.38,-999.99,21.46,7.6,0.05,30.6,0.28,5.07,55.6,3.73,0.57,3.16,12.69,28.34,21.53,4.87,6.42,6.72,1.38,1.38,1.31,1.02,1.08,1.11,10.577857
METROPOLITANA DE SAO PAULO,21,164,572654,83,225,76,389,551,3063,4366,4282,4356,13,1563,4374,3870,198,42,4142,4433,4433,4478,16125,-999999,-999999,13206,9,8107,61,1498,6320,83,527,1738,4280,3461,1023,1439,1709,303,289,284,268,305,286,8068,8107,16175,3523107,20,35062,3515,35,3,ITAQUAQUECETUBA,RM SAO PAULO,MOGI DAS CRUZES,3523107005020,SAO PAULO,REGIAO SUDESTE,3.64,88.05,49.51,11.95,-999.99,-999.99,-999.99,16.07,32.39,49.33,2.57,0.71,1312.46,-999.99,-999.99,5.07,5.7,4.19,-999.99,-999.99,14.6,-999.99,19.83,35.72,-999.99,-999.99,-999.99,38.07,42.32,-999.99,-999.99,13.49,3.2,23.36,14.88,0.06,50.12,0.38,9.26,39.07,3.77,0.51,3.26,10.74,26.46,21.4,6.32,8.9,10.57,1.87,1.79,1.76,1.66,1.89,1.77,10.568394
METROPOLITANA DE SAO PAULO,22,2,572763,25,683,252,1441,247,5957,8583,8565,8543,4,3429,8601,7940,103,635,7811,8605,8605,8692,29443,-999999,-999999,25851,29,9072,486,1339,18527,357,1362,4057,9033,6079,1587,2131,2411,445,425,404,423,418,413,14872,14673,29545,3503901,20,35059,3515,35,3,ARUJA,RM SAO PAULO,GUARULHOS,3503901003000,SAO PAULO,REGIAO SUDESTE,3.42,91.87,58.46,8.13,4.03,7.16,7.09,29.8,28.8,22.83,7.83,2.31,3995.23,-999.99,-999.99,7.36,8.1,4.19,-999.99,3.22,14.89,-999.99,9.1,25.13,-999.99,-999.99,2.05,27.18,56.64,-999.99,-999.99,6.52,2.06,20.08,12,0.1,30.71,1.64,4.53,62.71,5.82,1.21,4.61,13.73,30.57,20.58,5.37,7.21,8.16,1.51,1.44,1.37,1.43,1.41,1.4,42.538414
METROPOLITANA DE SAO PAULO,27,208,388747,330,320,275,326,60,2695,3984,3484,3967,1,1100,4005,2286,3,2,3979,4092,4092,4168,14496,-999999,-999999,11946,5,5305,290,778,7896,114,709,1830,3721,2915,838,1217,1406,290,242,246,256,271,219,7226,7346,14572,3530607,20,35062,3515,35,3,MOGI DAS CRUZES,RM SAO PAULO,MOGI DAS CRUZES,3530607005010,SAO PAULO,REGIAO SUDESTE,3.54,87.29,54.67,12.71,-999.99,-999.99,-999.99,23.43,31.12,42.64,2.88,0.83,1470.22,-999.99,-999.99,5.47,5.63,5.3,-999.99,-999.99,20.09,-999.99,7.78,29.2,-999.99,-999.99,-999.99,30.27,52.57,-999.99,-999.99,9.71,-999.99,22.65,9.84,0.03,36.41,1.99,5.34,54.19,5.65,0.78,4.87,12.56,25.54,20,5.75,8.35,9.65,1.99,1.66,1.69,1.76,1.86,1.5,63.468872
METROPOLITANA DE SAO PAULO,29,251,592853,33,439,284,744,26,3099,4606,4476,4585,6,2550,4619,2942,4,38,4570,4680,4680,4724,15580,-999999,-999999,13101,5,2631,93,273,12480,252,1051,2161,4432,2983,813,1142,1299,247,239,248,220,206,189,7729,7906,15635,3545001,20,35062,3515,35,3,SALESOPOLIS,RM SAO PAULO,MOGI DAS CRUZES,3545001001000,SAO PAULO,REGIAO SUDESTE,3.33,92.61,59.77,7.39,-999.99,-999.99,-999.99,33.34,36.63,26.18,3.69,1.12,1882.67,-999.99,-999.99,6.47,6.5,-999.99,-999.99,-999.99,6.89,-999.99,-999.99,10.67,-999.99,-999.99,-999.99,11.42,82.7,-999.99,-999.99,-999.99,-999.99,5.65,9.9,0.03,16.83,0.59,1.75,79.82,8.33,1.61,6.72,13.82,28.35,19.08,5.2,7.3,8.31,1.58,1.53,1.59,1.41,1.32,1.21,424.5784
METROPOLITANA DE SAO PAULO,30,270,380332,9,436,101,837,93,3348,4818,4813,4805,8,859,4816,1128,4,6,4813,4856,4856,4886,16725,-999999,-999999,14679,16,5690,68,813,10053,122,663,2287,4934,3556,967,1256,1408,253,256,248,220,221,249,8330,8427,16757,3547809,20,35061,3515,35,3,SANTO ANDRE,RM SAO PAULO,SAO PAULO,3547809005010,SAO PAULO,REGIAO SUDESTE,3.44,88,60.33,12,-999.99,-999.99,-999.99,30.17,36.34,28.81,4.8,1.4,2446.85,-999.99,-999.99,6.25,6.6,2.77,-999.99,-999.99,16.49,-999.99,12.99,31.72,-999.99,-999.99,-999.99,33.4,49,-999.99,-999.99,11.59,4.43,28.87,11.8,0.1,33.96,0.41,4.85,59.99,4.68,0.73,3.96,13.65,29.44,21.22,5.77,7.5,8.4,1.51,1.53,1.48,1.31,1.32,1.49,94.762482
METROPOLITANA DE SAO PAULO,31,297,265042,75,697,344,1253,111,6617,9083,8991,8792,24,1941,9073,6554,41,396,8401,9276,9276,9509,31802,-999999,-999999,27753,16,11408,304,1738,17938,313,1395,4207,9282,6696,1768,2325,2599,460,486,477,468,444,484,16100,15948,32048,3548708,20,35061,3515,35,3,SAO BERNARDO DO CAMPO,RM SAO PAULO,SAO PAULO,3548708005020,SAO PAULO,REGIAO SUDESTE,3.43,93.35,58.34,6.65,-999.99,1.47,4.07,38.41,27.78,26.82,5.03,1.5,2562.93,-999.99,-999.99,6.49,6.75,5.35,-999.99,1.65,13.24,2.44,9.47,25.15,1.52,-999.99,2.59,27.74,51.39,-999.99,-999.99,11.72,2.03,27.33,9.8,0.05,35.6,0.95,5.42,55.97,5.33,0.98,4.35,13.13,28.96,20.89,5.52,7.25,8.11,1.44,1.52,1.49,1.46,1.39,1.51,283.945465
METROPOLITANA DE SAO PAULO,32,261,330926,446,1021,39,1345,244,6691,9779,9764,9555,18,8298,9768,9310,52,63,9476,9986,9986,9991,34881,558,-999999,29181,19,15445,115,2387,16311,133,884,3343,10163,7907,1989,2841,3347,670,633,604,587,599,589,17621,17391,35012,3547809,20,35061,3515,35,3,SANTO ANDRE,RM SAO PAULO,SAO PAULO,3547809005000,SAO PAULO,REGIAO SUDESTE,3.49,86.92,65.52,13.08,-999.99,-999.99,1.94,33.72,34.06,30.15,3.45,0.98,1758.13,21.61,-999.99,6.63,6.66,2.56,-999.99,-999.99,10.22,2.7,21.9,34.82,-999.99,2.14,2.31,37.13,45.94,-999.99,-999.99,13.09,4.96,32.34,11.2,0.05,44.11,0.33,6.82,46.59,2.9,0.38,2.52,9.55,29.03,22.58,5.68,8.11,9.56,1.91,1.81,1.73,1.68,1.71,1.68,16.179344
METROPOLITANA DE SAO PAULO,45,188,361491,127,868,13,1425,63,2908,5400,5404,5389,1,5147,5403,5398,28,2,5369,5404,5404,5407,17232,-999999,-999999,15222,16,6151,100,1064,9906,128,881,2317,5424,3923,836,1098,1262,242,229,198,262,214,223,8904,8333,17237,3529401,20,35061,3515,35,3,MAUA,RM SAO PAULO,SAO PAULO,3529401005020,SAO PAULO,REGIAO SUDESTE,3.19,90.55,63.55,9.45,-999.99,-999.99,3.38,48.99,31.6,15.21,4.17,1.31,2126.46,-999.99,-999.99,6.68,7.44,4.09,-999.99,-999.99,12.75,-999.99,10.04,24.34,-999.99,4.54,5.69,30.04,53.57,-999.99,-999.99,11.01,3.7,35.67,7.83,0.09,35.68,0.58,6.17,57.47,5.85,0.74,5.11,13.44,31.47,22.76,4.85,6.37,7.32,1.4,1.33,1.15,1.52,1.24,1.29,0.845661
METROPOLITANA DE SAO PAULO,46,178,361579,73,1026,35,2070,337,5700,9237,9240,9215,5,8647,9236,9232,320,78,8828,9241,9241,9278,29950,-999999,-999999,26450,34,10393,161,1611,17777,219,1188,4016,9316,6961,1514,2000,2212,408,436,428,435,428,427,15516,14472,29988,3529401,20,35061,3515,35,3,MAUA,RM SAO PAULO,SAO PAULO,3529401005010,SAO PAULO,REGIAO SUDESTE,3.24,87.11,63.45,12.89,-999.99,1.52,6.24,39.49,32.53,19.38,5.11,1.58,2607.73,-999.99,-999.99,7.3,7.66,4.38,-999.99,-999.99,13.89,-999.99,13.03,28.31,-999.99,3.95,4.43,32.74,50.52,-999.99,-999.99,9.83,3.5,27.97,7.97,0.11,34.66,0.54,5.37,59.28,4.69,0.73,3.96,13.39,31.07,23.21,5.05,6.67,7.38,1.36,1.45,1.43,1.45,1.43,1.42,2.160668
METROPOLITANA DE SAO PAULO,36,250,331082,68,762,132,1675,134,4560,7298,7282,7275,11,5026,7320,7077,38,7,7256,7331,7331,7480,23879,-999999,-999999,20731,19,10687,142,1906,11300,181,1047,2975,7338,5359,1212,1787,1973,413,367,364,340,368,330,12180,11874,24054,3544103,20,35061,3515,35,3,RIO GRANDE DA SERRA,RM SAO PAULO,SAO PAULO,3544103003000,SAO PAULO,REGIAO SUDESTE,3.26,86.57,59.7,13.43,-999.99,-999.99,2.55,38.1,36.12,21.32,3.65,1.14,1862.38,-999.99,-999.99,6.59,7.18,4.43,-999.99,1.91,10.57,-999.99,13.28,25.44,-999.99,4.19,5.13,30.57,49.54,-999.99,-999.99,12.81,3.09,26.06,10.93,0.08,44.43,0.59,7.92,46.98,5.11,0.75,4.35,12.37,30.51,22.28,5.04,7.43,8.2,1.72,1.53,1.51,1.41,1.53,1.37,12.466798
METROPOLITANA DE SAO PAULO,37,249,388463,182,884,120,858,103,3713,5852,5736,5775,10,3042,5850,5487,4,2,5803,5860,5860,5874,19897,-999999,-999999,17080,22,8639,145,1694,9420,130,853,2273,5985,4428,1139,1561,1685,324,353,333,310,276,270,9990,9930,19920,3544103,20,35061,3515,35,3,RIO GRANDE DA SERRA,RM SAO PAULO,SAO PAULO,3544103003000,SAO PAULO,REGIAO SUDESTE,3.4,87.6,60.64,12.4,-999.99,-999.99,2.81,34.11,36.03,26.55,3.35,0.99,1710.29,-999.99,-999.99,6.25,6.77,2.79,-999.99,-999.99,12.45,2.78,16.64,31.87,-999.99,5.42,6.86,38.73,41.85,-999.99,-999.99,15.96,3.22,28.62,11.71,0.11,43.37,0.73,8.5,47.29,4.93,0.65,4.28,11.41,30.05,22.23,5.72,7.84,8.46,1.63,1.77,1.67,1.56,1.39,1.36,24.062529
METROPOLITANA DE SAO PAULO,56,217,572869,326,228,11,633,419,3155,4759,4757,4715,11,3142,4761,4640,489,18,4252,4772,4772,4774,17557,-999999,-999999,14223,17,7934,79,1651,6941,68,441,1592,4690,3881,1188,1680,1947,390,336,352,344,321,331,8863,8698,17561,3530607,20,35062,3515,35,3,MOGI DAS CRUZES,RM SAO PAULO,MOGI DAS CRUZES,3530607005020,SAO PAULO,REGIAO SUDESTE,3.68,88.11,52.55,11.89,-999.99,-999.99,-999.99,16.24,37.92,45.31,2.41,0.65,1228.06,-999.99,-999.99,5.46,5.92,3.5,-999.99,-999.99,18.07,4.92,18.8,41.79,-999.99,-999.99,-999.99,42.87,38.34,-999.99,-999.99,14.69,5.33,31.46,15.31,0.1,45.18,0.45,9.4,39.53,2.9,0.39,2.51,9.07,26.71,22.1,6.76,9.57,11.09,2.22,1.91,2,1.96,1.83,1.88,1.44262
METROPOLITANA DE SAO PAULO,38,244,388513,19,426,79,967,127,3523,5136,5129,5101,1,4284,5140,4998,40,3,5061,5141,5141,5233,17349,-999999,-999999,15583,19,4865,130,979,11448,202,975,2654,5420,3707,830,1119,1250,213,228,222,228,189,204,8861,8580,17441,3543303,20,35061,3515,35,3,RIBEIRAO PIRES,RM SAO PAULO,SAO PAULO,3543303003000,SAO PAULO,REGIAO SUDESTE,3.37,86.48,53.36,13.52,-999.99,-999.99,4.54,34.73,30.97,27.33,4.02,1.21,2050.8,-999.99,-999.99,6.9,7.48,3.48,-999.99,3.83,9.76,-999.99,10.75,22.74,-999.99,-999.99,3.12,25.86,54.89,-999.99,-999.99,10.97,-999.99,19.06,7.34,0.11,27.89,0.75,5.61,65.64,6.75,1.16,5.59,15.22,31.08,21.25,4.76,6.42,7.17,1.22,1.31,1.27,1.31,1.08,1.17,9.576325
METROPOLITANA DE SAO PAULO,57,253,592516,30,603,478,1626,73,4935,7729,7630,7701,8,5952,7737,6436,47,13,7671,7745,7745,7816,25103,-999999,-999999,21816,17,5475,277,808,18609,364,1614,3689,7419,5280,1237,1676,1892,339,373,343,318,341,301,12731,12455,25186,3546801,20,35059,3515,35,3,SANTA ISABEL,RM SAO PAULO,GUARULHOS,3546801003000,SAO PAULO,REGIAO SUDESTE,3.24,89.42,54.85,10.58,-999.99,2.09,4.77,36.94,29.18,26.08,4.28,1.33,2181.68,-999.99,-999.99,6.72,6.77,3.09,-999.99,-999.99,13.72,-999.99,7.87,22.86,-999.99,2.49,3.71,26.57,62.28,-999.99,-999.99,5.99,2.14,17.13,9.62,0.07,21.74,1.1,3.21,73.89,7.85,1.45,6.41,14.65,29.46,20.96,4.91,6.65,7.51,1.35,1.48,1.36,1.26,1.35,1.2,131.82077
METROPOLITANA DE SAO PAULO,39,243,388646,23,463,267,715,131,3212,4795,4755,4765,5,3307,4806,4249,58,42,4679,4811,4811,4884,16290,-999999,-999999,14395,24,5263,261,827,10002,196,864,2353,5038,3285,823,1222,1264,225,212,247,222,210,216,8207,8170,16377,3543303,20,35061,3515,35,3,RIBEIRAO PIRES,RM SAO PAULO,SAO PAULO,3543303003000,SAO PAULO,REGIAO SUDESTE,3.39,89.5,53.57,10.5,-999.99,-999.99,5.02,37.97,27.05,27.13,4.21,1.26,2147.29,-999.99,-999.99,6.56,7.29,4.48,-999.99,-999.99,15.48,-999.99,10.63,28.12,-999.99,4.12,4.41,32.52,48.23,-999.99,-999.99,11.62,-999.99,20.4,9.38,0.15,32.14,1.59,5.05,61.07,6.47,1.2,5.28,14.37,30.76,20.06,5.03,7.46,7.72,1.37,1.29,1.51,1.36,1.28,1.32,33.224701
METROPOLITANA DE SAO PAULO,40,621,388698,213,646,601,740,93,4463,6726,6382,6595,12,1612,6744,3992,1,13,6617,6756,6756,6814,23802,480,-999999,19962,30,9219,568,1322,12716,298,1204,3119,6746,4890,1394,1995,2057,389,366,342,366,389,310,11911,11954,23865,3552502,20,35062,3515,35,3,SUZANO,RM SAO PAULO,MOGI DAS CRUZES,3552502005000,SAO PAULO,REGIAO SUDESTE,3.52,88.8,54.59,11.2,-999.99,-999.99,2.28,24.91,35.23,36.89,3.89,1.11,1986.39,30.81,-999.99,5.67,5.79,7.66,-999.99,-999.99,13.77,2.1,10.18,26.05,-999.99,-999.99,2.03,28.08,51.81,-999.99,-999.99,11,3.21,20.61,8.86,0.13,38.63,2.38,5.54,53.28,6.29,1.25,5.05,13.07,28.27,20.49,5.84,8.36,8.62,1.63,1.53,1.43,1.53,1.63,1.3,85.010231
METROPOLITANA DE SAO PAULO,41,248,388573,25,566,61,1561,183,4672,7063,7036,7039,1,6056,7067,6899,490,64,6488,7068,7068,7077,22959,-999999,-999999,20963,31,5841,394,1067,15620,352,1486,3753,7237,4815,1013,1305,1475,320,266,245,238,251,216,11868,11104,22972,3543303,20,35061,3515,35,3,RIBEIRAO PIRES,RM SAO PAULO,SAO PAULO,3543303003010,SAO PAULO,REGIAO SUDESTE,3.25,90.68,60.39,9.32,-999.99,4.05,10.29,50.95,20.65,12.4,6.75,2.08,3444.76,-999.99,-999.99,8.39,8.91,3.03,-999.99,3.13,9.85,-999.99,8.93,20.64,-999.99,3.07,3.74,24.38,58.88,-999.99,-999.99,9.88,-999.99,19.63,7.01,0.13,25.43,1.72,4.64,68,8,1.53,6.47,16.34,31.5,20.96,4.41,5.68,6.42,1.39,1.16,1.07,1.04,1.09,0.94,13.231135
METROPOLITANA DE SAO PAULO,43,247,367052,98,648,98,1100,115,4733,6790,6736,6779,4,5797,6788,6512,27,57,6702,6792,6792,6832,23317,-999999,-999999,20869,15,7892,183,1430,13840,228,1039,3455,7125,5185,1179,1620,1708,316,311,308,307,282,297,11918,11442,23360,3543303,20,35061,3515,35,3,RIBEIRAO PIRES,RM SAO PAULO,SAO PAULO,3543303003010,SAO PAULO,REGIAO SUDESTE,3.43,88.02,60.16,11.98,-999.99,-999.99,5.5,42.26,32.12,18.35,4.63,1.36,2362.42,-999.99,-999.99,6.97,7.65,6.38,-999.99,2.11,14.83,-999.99,7.92,23.93,-999.99,3.43,4.6,28.53,55.65,-999.99,-999.99,6.3,2.11,27.22,11.12,0.06,33.78,0.78,6.12,59.25,5.42,0.98,4.45,14.79,30.5,22.2,5.05,6.93,7.31,1.35,1.33,1.32,1.31,1.21,1.27,7.232061
METROPOLITANA DE SAO PAULO,238,411,130465,26,220,134,2455,742,7364,10940,10931,10893,2,10889,10939,10938,6705,144,4047,10944,10944,11089,27466,-999999,-999999,25871,11,1895,922,361,24422,1252,2928,5356,9279,4531,686,861,1120,223,231,260,274,272,338,14967,12657,27624,3550308,20,35061,3515,35,3,SAO PAULO,RM SAO PAULO,SAO PAULO,3550308005100,SAO PAULO,REGIAO SUDESTE,2.51,97.06,65.83,2.94,30.89,29.32,18.36,13.43,2.74,4.78,21.92,8.95,11179.2,-999.99,-999.99,13.43,13.88,4.7,-999.99,9.84,4.29,-999.99,-999.99,5.79,-999.99,-999.99,1.81,7.6,66.95,-999.99,3.16,6.41,-999.99,16.57,7.46,0.04,6.86,3.34,1.31,88.41,15.13,4.53,10.6,19.39,33.59,16.4,2.48,3.12,4.05,0.81,0.84,0.94,0.99,0.98,1.22,2.418114
METROPOLITANA DE SAO PAULO,44,183,380122,15,481,112,667,65,3254,4589,4550,4583,5,3232,4589,4287,9,1,4584,4594,4594,4604,15713,-999999,-999999,13650,6,6759,155,961,7820,92,511,1858,4841,3604,908,1250,1346,216,194,237,232,218,218,7853,7872,15725,3529401,20,35061,3515,35,3,MAUA,RM SAO PAULO,SAO PAULO,3529401005010,SAO PAULO,REGIAO SUDESTE,3.42,90.63,58.8,9.37,-999.99,-999.99,-999.99,33.38,37.04,26.69,3.44,1.01,1755.84,-999.99,-999.99,6.07,6.6,3.49,-999.99,-999.99,10.51,-999.99,15.52,28.7,-999.99,6.48,7.19,35.89,45.98,-999.99,-999.99,13.84,3.49,33.83,8.61,0.04,42.98,0.99,6.11,49.73,3.83,0.59,3.25,11.82,30.79,22.92,5.77,7.95,8.56,1.37,1.23,1.51,1.48,1.39,1.39,12.286515
METROPOLITANA DE SAO PAULO,47,186,367133,23,479,44,926,285,3214,4970,4962,4952,6,4499,4965,4952,572,9,4380,5017,5017,5026,16632,-999999,-999999,14565,12,5898,80,933,9535,117,653,1977,5232,3750,889,1121,1319,249,247,226,261,214,213,8472,8187,16659,3529401,20,35061,3515,35,3,MAUA,RM SAO PAULO,SAO PAULO,3529401005010,SAO PAULO,REGIAO SUDESTE,3.32,86.01,60.09,13.99,-999.99,-999.99,5.57,42.44,26.71,23.45,4.37,1.32,2229.81,-999.99,-999.99,7.74,7.9,5.44,-999.99,-999.99,14.35,4.09,9.43,27.87,-999.99,5.8,7.09,34.96,50.18,-999.99,-999.99,7.78,-999.99,25.44,8.7,0.07,35.4,0.48,5.6,57.24,4.62,0.7,3.92,11.87,31.41,22.51,5.34,6.73,7.92,1.49,1.48,1.36,1.57,1.28,1.28,1.545482
METROPOLITANA DE SAO PAULO,49,187,367192,137,648,12,874,107,3688,5463,5380,5362,4,4713,5462,5455,3,1,5372,5466,5466,5468,18564,-999999,-999999,16080,22,7523,150,1332,9528,102,708,2336,5569,4278,980,1386,1501,294,301,302,280,272,258,9518,9049,18567,3529401,20,35061,3515,35,3,MAUA,RM SAO PAULO,SAO PAULO,3529401005010,SAO PAULO,REGIAO SUDESTE,3.4,83.99,60.6,16.01,-999.99,-999.99,-999.99,39.35,31.16,26.45,3.63,1.07,1850.73,-999.99,-999.99,6.57,6.96,3.57,-999.99,-999.99,15.1,3.46,16.87,35.43,-999.99,3.78,4.28,39.71,41.2,-999.99,-999.99,14.09,3.83,31.66,8.61,0.12,40.52,0.81,7.17,51.32,4.36,0.55,3.81,12.58,29.99,23.04,5.28,7.46,8.08,1.58,1.62,1.63,1.51,1.46,1.39,1.300027
METROPOLITANA DE SAO PAULO,50,176,380072,60,958,52,1483,96,5709,8353,8303,8317,5,7522,8353,8313,8,1,8319,8358,8358,8394,28546,-999999,-999999,24364,16,12407,87,2034,13107,127,778,3166,8732,6665,1620,2212,2513,445,482,473,449,450,476,14450,14138,28588,3529401,20,35061,3515,35,3,MAUA,RM SAO PAULO,SAO PAULO,3529401005000,SAO PAULO,REGIAO SUDESTE,3.42,87.57,63.16,12.43,-999.99,-999.99,2.27,34.8,37.19,25.47,3.39,1,1728.43,-999.99,-999.99,6.32,6.93,2.61,-999.99,-999.99,17.38,2.86,12.45,32.69,-999.99,2.58,3.57,36.26,52.51,-999.99,-999.99,7.7,3.58,35.78,9.82,0.06,43.4,0.3,7.11,45.85,3.17,0.44,2.72,11.07,30.54,23.31,5.67,7.74,8.79,1.56,1.69,1.65,1.57,1.57,1.67,2.681279
METROPOLITANA DE SAO PAULO,51,584,380187,54,658,82,1113,2411,5258,9567,9455,9542,6,7228,9570,9392,2254,21,7277,9576,9576,9577,34055,-999999,-999999,28394,30,15586,178,2720,15542,113,791,3195,10475,7327,2121,2986,3484,644,609,576,582,579,574,17310,16746,34056,3550308,20,35061,3515,35,3,SAO PAULO,RM SAO PAULO,SAO PAULO,3550308005280,SAO PAULO,REGIAO SUDESTE,3.56,88.7,58.73,11.3,-999.99,-999.99,2.15,25.89,34.76,36.44,3.73,1.05,1903.74,-999.99,-999.99,6.32,6.05,4.06,-999.99,-999.99,14.94,2.1,16.7,33.74,1.78,-999.99,2.63,36.37,50.16,-999.99,-999.99,8.21,5.52,30.06,7.25,0.09,45.77,0.52,7.99,45.64,2.65,0.33,2.32,9.38,30.76,21.51,6.23,8.77,10.23,1.89,1.79,1.69,1.71,1.7,1.69,11.570636
METROPOLITANA DE SAO PAULO,180,391,320252,71,485,41,3497,1310,7026,12429,12428,12182,0,12248,12430,12424,3417,278,8494,12430,12430,12466,36710,-999999,-999999,33798,9,6097,716,1146,28778,1034,3282,6360,11273,7418,1392,1731,1994,356,385,319,369,400,433,19800,16946,36746,3550308,20,35061,3515,35,3,SAO PAULO,RM SAO PAULO,SAO PAULO,3550308005080,SAO PAULO,REGIAO SUDESTE,2.95,93.64,61.66,6.36,2.28,9.37,15.57,46.14,15.3,11.24,8.34,2.83,4251.22,-999.99,-999.99,8.23,8.83,4.05,-999.99,5.93,10.9,-999.99,3.76,15.54,-999.99,-999.99,-999.99,16.51,67.12,1.44,-999.99,4.48,2.64,15.91,7.07,0.02,16.59,1.95,3.12,78.32,11.75,2.81,8.93,17.31,30.68,20.19,3.79,4.71,5.43,0.97,1.05,0.87,1,1.09,1.18,2.712876
METROPOLITANA DE SAO PAULO,52,80,535870,93,430,156,719,102,3709,5196,4943,5168,21,3425,5188,4767,13,1,5176,5209,5209,5340,18350,-999999,-999999,15642,6,7182,69,1396,8608,113,623,2121,5433,3910,1214,1632,1668,313,303,264,305,293,295,9224,9263,18487,3515707,20,35062,3515,35,3,FERRAZ DE VASCONCELOS,RM SAO PAULO,MOGI DAS CRUZES,3515707003000,SAO PAULO,REGIAO SUDESTE,3.52,89.61,58.02,10.39,-999.99,-999.99,-999.99,27.06,34.71,35.81,2.9,0.84,1476.6,-999.99,-999.99,6.09,6.4,4.5,-999.99,-999.99,14.36,-999.99,17.21,33.61,-999.99,-999.99,-999.99,34.65,45.5,-999.99,-999.99,14.09,3.89,29.27,12.27,0.03,38.85,0.37,7.55,46.56,3.98,0.61,3.37,11.47,29.39,21.15,6.57,8.83,9.02,1.69,1.64,1.43,1.65,1.58,1.6,14.402992
METROPOLITANA DE SAO PAULO,53,239,540715,86,286,26,733,603,3337,5061,5050,5058,3,4833,5068,5061,232,57,4775,5071,5071,5164,17868,-999999,-999999,15894,17,7233,67,1364,9281,131,710,2355,5358,3776,1029,1476,1544,266,286,275,250,266,240,9248,8714,17962,3539806,20,35062,3515,35,3,POA,RM SAO PAULO,MOGI DAS CRUZES,3539806003000,SAO PAULO,REGIAO SUDESTE,3.52,89.89,58.59,10.11,-999.99,-999.99,-999.99,35.49,36.19,24.11,4.05,1.17,2064.66,-999.99,-999.99,7.27,7.61,4.83,-999.99,2.61,21.26,2.53,10.79,34.58,-999.99,-999.99,-999.99,37.08,43.67,-999.99,-999.99,11.32,-999.99,22.34,10.35,0.09,40.27,0.37,7.59,51.67,4.68,0.73,3.95,13.11,29.83,21.02,5.73,8.22,8.6,1.48,1.59,1.53,1.39,1.48,1.34,2.935942
